,Top Variables PCA 95%,Scores PCA 95%,Top Variables PCA 100%,Scores PCA 100%,Top Variables No PCA,Scores No PCA
37,repeat_gene,0.0011912548936102829,GTA_freq,0.0232498367544293,ATC_freq,0.0005211844061592142
38,GAA_freq,0.0011616095286790195,CTA_freq,0.02276882614525878,GCT_freq,-0.0004914439929634695
39,AAC_freq,-0.001130689094288473,CGT_freq,0.022635068057278607,AGG_freq,0.0004507854124854105
40,H3k27ac_gene,-0.0010775612001464152,GAT_freq,0.02233306902094385,AAA_freq,0.00044821395223744177
41,TCC_freq,0.0010633016733586297,AAC_freq,0.02218036222179217,TCC_freq,-0.0004421646973918336
42,H3k4me3_cds,-0.0010307236486707728,occ_total_sum,0.02093550145371812,CTA_freq,-0.000422119953983513
43,CGG_freq,0.0010026721205637524,TAG_freq,0.020527461298469375,dnase_gene,0.00039897681175188326
44,CAT_freq,0.000993427866983032,ACT_freq,0.0204147385984192,GCG_freq,0.00039366527091175827
45,GGA_freq,0.0009902401933344906,TCT_freq,0.01987694508836335,GTA_freq,-0.0003899556233409429
46,H3k4me1_gene,0.000988858868086795,GCG_freq,0.019685982548637425,CTC_freq,-0.00035844469653185663
47,H3k4me1_cds,-0.0009880725752535735,GGA_freq,0.019607363313187375,ACT_freq,-0.0003545875061599091
48,CTA_freq,0.0009575346617006653,TGA_freq,0.019576484712668808,gc_cds,0.0003489808797176419
49,H3k27ac_cds,-0.0009475891199173358,AGT_freq,0.019531990019361768,GTT_freq,-0.00032520541119548387
50,TGA_freq,-0.0008137705801523953,GGT_freq,0.019066766489910326,CTT_freq,0.00032295011409271267
51,TAT_freq,-0.0007341212412546483,TCC_freq,0.01852096351350837,GTG_freq,0.00031947231949508437
52,transcription_gene,0.0007329736787411112,TCG_freq,0.018138806581083355,GAC_freq,0.0003162053003275767
53,CGC_freq,0.0006849035601214082,GAG_freq,0.017695482618825663,CAC_freq,-0.00027849757587176114
54,ATG_freq,-0.0006818858957342467,GTG_freq,0.017512698165789976,H3k27ac_cds,-0.00027590503808077037
55,ACT_freq,0.0006792507521846125,ACA_freq,0.017425521447875403,repli_gene,0.000274050214295396
56,nsome_cds,-0.0006703465171265411,TGT_freq,0.017220141868726446,lamin_gene,0.0002740080592093852
57,GCC_freq,0.0006432512911140664,TGG_freq,0.015472729242519412,CCT_freq,-0.00026597751532020375
58,AGC_freq,-0.0006325832099704276,CTC_freq,0.014820084200568772,ACG_freq,-0.00025246681024688745
59,H3k4me3_gene,0.000627822950655188,CGC_freq,0.014624189515777108,TCA_freq,-0.00023748067716243825
60,GTC_freq,0.0005888695786702592,CAC_freq,0.014598727843813686,CCC_freq,0.00021922752491049247
61,TGT_freq,0.0005671083932296983,oldest_phylostratum,0.012002375017546996,AAT_freq,-0.00020223902523948124
62,CAG_freq,0.0005630494221172344,GGG_freq,0.00917244085957587,GGT_freq,-0.00019865584292679816
63,CAC_freq,0.0005073288867410763,AAA_freq,0.006881143313381288,CGA_freq,0.0001898243524030674
64,GGT_freq,0.00048461139920588094,ATG_freq,0.006718024207979645,GCC_freq,-0.00016107458372910388
65,GCG_freq,0.00047500587594502265,CCC_freq,0.004116254453157853,ACC_freq,-0.0001574914014163098
66,ATA_freq,-0.00046665417098598063,H3k4me3_cds,0.003952924572326077,TGT_freq,0.00014684724219317103
67,CCG_freq,0.00042223925148314744,repli_gene,0.0033206615144719563,CCG_freq,-0.00014482379806367572
68,ACA_freq,-0.0003562756581165116,repeat_cds,0.0031182327913453324,AAC_freq,-0.0001401867386001121
69,gc_cds,0.0003296054552571426,dnase_cds,0.0031007805857280355,GGG_freq,0.00013455903461481177
70,GGC_freq,0.0002925221851459936,H3k4me1_cds,0.0028494941178899835,CGT_freq,-0.0001096243012267517
71,TTA_freq,0.00023803421691391823,recomb_gene,0.0021457781892113446,nsome_cds,-9.398476430877434e-05
72,AGT_freq,0.0002056262014872634,H3k27ac_cds,0.002135787433821701,TCG_freq,9.09495981145092e-05
73,recomb_gene,-0.0001832912347900506,lamin_gene,0.002096098420322423,GAG_freq,8.629146110794572e-05
74,TGC_freq,0.00012499930933732584,H3k27ac_gene,0.0020822715521038758,ATA_freq,7.168472379778245e-05
75,TAC_freq,0.00012111034748613081,dnase_gene,0.002036533283758879,GTC_freq,5.838479415460895e-05
76,repli_gene,-0.00011537253491885612,nsome_gene,0.001959937492438357,repeat_cds,5.3241873658682604e-05
77,TCA_freq,0.00010453444451381521,H3k4me3_gene,0.0012505727822314072,TGC_freq,5.2693857540253575e-05
78,GCA_freq,-9.852036689705912e-05,cds_length,0.0011798365478693617,CCA_freq,-4.8014642990668045e-05
79,GTT_freq,6.551731905592994e-05,repeat_gene,-0.0006243589792230608,CAT_freq,-3.0983988233679315e-05
80,CAA_freq,6.494353779920025e-05,transcription_gene,0.0001402710487721337,H3k4me3_cds,1.63983284665159e-05
81,GAC_freq,1.306946195890335e-05,H3k4me1_gene,-6.468697951647062e-05,CAA_freq,-1.7705136133083776e-06
82,ATT_freq,9.24425358067582e-06,nsome_cds,-2.1225085817278e-05,TAA_freq,-2.1077542999847764e-08
