,Top Variables PCA 95%,Scores PCA 95%,Top Variables PCA 100%,Scores PCA 100%,Top Variables No PCA,Scores No PCA
34,ACT_freq,-0.0018673817256194436,nsome_gene,0.0034135467825117116,AGA_freq,0.00316230593379212
35,CCT_freq,-0.0018606663597998895,TGT_freq,0.0033989747273418967,H3k4me3_gene,-0.0031246192868791935
36,CTA_freq,0.0018468956096383549,ATC_freq,0.003376345182842888,ACA_freq,0.0031005065776688713
37,TCG_freq,0.0017820370764698,GTT_freq,0.0032476825074907235,TGA_freq,0.0030818740296426395
38,GCC_freq,0.001689212019824815,TGA_freq,0.003041187913937482,GCC_freq,0.0030532928813128413
39,CGT_freq,0.00166651578344732,ACC_freq,-0.002982985411229788,ATA_freq,0.0028289435134494
40,GTC_freq,0.0016354040886378042,TCT_freq,0.00297304212652576,TTA_freq,0.002785186534147921
41,H3k27ac_gene,-0.0016307288339531655,CAC_freq,0.002904810621142495,GAT_freq,0.0027178227066685158
42,CAG_freq,0.001558134879397577,repeat_cds,0.0028424936557986946,GAC_freq,0.00259675329958402
43,GGT_freq,0.0014797606099592685,GCA_freq,0.0028164353924361673,ACC_freq,0.002449884979847794
44,GAA_freq,0.001418472271277027,dnase_cds,-0.002703973413713867,TAA_freq,0.0023137240519637723
45,repeat_cds,0.0014067416322504523,TCG_freq,0.00266831473753375,AGC_freq,0.0022742668914376373
46,GTT_freq,0.001378435090251573,GGT_freq,-0.0025490810390560448,TCA_freq,-0.0020962038080375224
47,AGG_freq,0.0013572689372254088,AGA_freq,0.0025339089580852293,GGT_freq,0.002001439174637132
48,GCG_freq,0.0012002653844568778,H3k27ac_cds,0.002378759429512689,nsome_gene,-0.0019194896873904854
49,GGC_freq,0.0011742539674849174,lamin_gene,0.002362215860996342,CTT_freq,0.001796902697208913
50,transcription_gene,0.001155382939485694,dnase_gene,0.0022603829107509022,CAT_freq,0.0015763472870883976
51,CGC_freq,0.001068083183831514,GAT_freq,0.0022380962381383096,H3k27ac_cds,-0.0015338549603678864
52,CCC_freq,0.0009665026502319263,TGG_freq,-0.0021794651455726787,repeat_gene,0.0014551935698318141
53,H3k27ac_cds,-0.0009601273029347546,ATA_freq,0.002108919254956576,TCC_freq,0.0014362237811172962
54,AAG_freq,0.0009377710850799082,AAC_freq,-0.00195419831624184,CAG_freq,0.0014185186449837683
55,TAG_freq,-0.0008720625056049203,repeat_gene,0.0018553654950020481,repeat_cds,0.0013948274866337096
56,nsome_cds,0.0008546365563264269,CCC_freq,0.0018288786417816282,CGC_freq,0.001333112440682549
57,H3k4me3_cds,-0.0008335554079308416,ATG_freq,0.0015730962145658277,CTA_freq,0.0013284753812190075
58,nsome_gene,-0.0008288801532462919,TTC_freq,0.0014358617420549668,ACT_freq,0.001210441140328844
59,dnase_gene,0.0008230148337331267,GAA_freq,-0.0013758591619439154,GGG_freq,0.0011187959832948068
60,GCT_freq,0.0007757522591043565,TCA_freq,-0.0013186852748953593,CAC_freq,0.0010754605548537245
61,TGT_freq,-0.0007716720368341479,CAG_freq,0.0013086562722197438,CCT_freq,-0.001039628731726272
62,GAG_freq,-0.00073911526330388,CAA_freq,0.0012520824109722994,TGG_freq,0.0009856702216051172
63,TTA_freq,-0.0007339299808356347,H3k4me1_gene,0.0011353345336706732,dnase_cds,0.0009226062129009227
64,recomb_gene,0.0006980580267110347,CAT_freq,-0.0010527024090607462,CTC_freq,0.0008667928789942936
65,CTG_freq,0.0006858173599007423,cds_length,-0.0010230439908915701,GGC_freq,0.0007830728781343055
66,CGG_freq,0.0006458651835059337,H3k4me3_gene,-0.000948726509525577,dnase_gene,0.00074749398552314
67,ACC_freq,-0.0006320094287135758,AAG_freq,-0.0008582940495012181,ATG_freq,0.0007440372684684782
68,GAC_freq,-0.0006112682988405283,recomb_gene,-0.0008063489587194494,ACG_freq,0.0006698443170518375
69,ATA_freq,0.0005857669096524853,ACG_freq,-0.0007885196206293355,TGT_freq,0.0005011396627509157
70,GCA_freq,-0.0004951519734036847,CTA_freq,-0.0006049974434614747,H3k4me1_cds,0.0004906852014149088
71,AAA_freq,0.0004692255610624807,CGC_freq,-0.000525879755686609,AAG_freq,0.0004723055839049195
72,AGA_freq,-0.00040351698158753725,GCC_freq,0.0005023930314718372,repli_gene,0.0004609237106761643
73,AAC_freq,0.00040275193991194945,repli_gene,-0.00046313420048489374,TCT_freq,0.000429391706324056
74,GTG_freq,0.000397906675966242,CTC_freq,-0.00036798725202320527,H3k4me3_cds,0.00042205672135449125
75,GGA_freq,-0.00034622386054474765,CTG_freq,0.00030952759540090467,lamin_gene,0.0004216351704941834
76,CCG_freq,0.0003280328695906221,ACT_freq,-0.0003046416710204003,TTG_freq,0.00040873571416830676
77,gc_cds,0.0002922459200965344,GAG_freq,-0.00025921114607925234,AAC_freq,-0.00036548459589917924
78,AGT_freq,0.00023461278053125146,TAG_freq,0.0002230381620695887,TTC_freq,0.00036320822125355254
79,ATT_freq,-0.00023206264161232948,TGC_freq,0.00010920469580200098,CAA_freq,-0.00023623710212445915
80,AGC_freq,-0.00022577229894593653,ACA_freq,0.0001031187198192729,GAA_freq,0.00019551528901740056
81,TGC_freq,0.00017272940943462433,TCC_freq,0.00010166151430224257,GTT_freq,-0.00013835299235767095
82,AAT_freq,0.00012844199687782608,CCG_freq,3.428718863540681e-06,recomb_gene,-4.9743001517965625e-05
